id,descripcion,sector,tipo_datos,etiqueta,notas,longitud,descripcion_limpia
160,Chatbot de recursos humanos que informa a empleados sobre sus derechos laborales sin identificarse como IA y sin advertir que su información puede estar desactualizada o ser incorrecta,rrhh,datos_personales,riesgo_limitado,Art. 50.1 — obligación de transparencia en sistemas con impacto en derechos laborales. La confusión entre asesoramiento humano e IA puede llevar a trabajadores a tomar decisiones sobre sus derechos laborales basándose en información errónea sin saberlo.,184,chatbot recursos humanos informa empleados derechos laborales identificarse ia advertir información desactualizada incorrecta
161,Sistema de generación automática de declaraciones fiscales que presenta los documentos como definitivos sin advertir al contribuyente de que deben ser revisados por un asesor fiscal,administracion,datos_financieros,riesgo_limitado,Art. 50 — obligaciones de transparencia para sistemas de IA en contextos con consecuencias legales y económicas. La falta de advertencias sobre la necesidad de revisión puede inducir a contribuyentes a presentar declaraciones con errores con consecuencias tributarias.,181,sistema generación automática declaraciones fiscales presenta documentos definitivos advertir contribuyente revisados asesor fiscal
162,Plataforma de tutoría universitaria que usa un avatar de IA que se presenta como profesor titular de la asignatura sin revelar su naturaleza artificial a los estudiantes,educacion,datos_personales,riesgo_limitado,Art. 50.1 — obligación de informar sobre la naturaleza del sistema en entornos educativos. El engaño sobre la identidad del tutor puede generar una confianza indebida en el contenido y privar a los estudiantes de la posibilidad de acceder a orientación humana real.,169,plataforma tutoría universitaria avatar ia presenta profesor titular asignatura revelar naturaleza artificial estudiantes
163,Sistema de IA que genera recomendaciones de tratamiento para adicciones y las presenta como protocolos clínicos validados sin indicar que son generadas automáticamente y sin revisión especializada,sanidad,datos_personales,riesgo_limitado,Art. 50 — obligaciones de transparencia sobre el origen y limitaciones del contenido generado por IA. La presentación de protocolos de adicciones como validados sin serlo puede inducir a centros de tratamiento a aplicar intervenciones sin evidencia científica suficiente.,196,sistema ia genera recomendaciones tratamiento adicciones presenta protocolos clínicos validados indicar generadas automáticamente revisión especializada
164,Chatbot de soporte psicológico de una aplicación de bienestar que no informa al usuario de que no es un profesional de la salud mental y no puede sustituir la atención psicológica real,sanidad,datos_personales,riesgo_limitado,Art. 50.1 — obligación de transparencia e identificación en contextos sensibles de salud mental. La falta de aviso sobre la naturaleza automatizada puede llevar a personas con problemas reales a no buscar ayuda profesional confiando en el soporte del chatbot.,184,chatbot soporte psicológico aplicación bienestar informa usuario profesional salud mental sustituir atención psicológica real
165,Sistema de IA para auditorías contables que genera informes de auditoría sin indicar que el documento es generado automáticamente ni advertir sobre las áreas donde la confianza del sistema es baja,banca,datos_financieros,riesgo_limitado,Art. 50 — obligaciones de transparencia en sistemas de IA en contextos profesionales con consecuencias legales. Los informes de auditoría sin indicación de su origen automatizado y sus limitaciones pueden inducir a errores con consecuencias regulatorias graves.,196,sistema ia auditorías contables genera informes auditoría indicar documento generado automáticamente advertir áreas confianza sistema baja
166,Plataforma de generación de testamentos y documentos sucesorios que produce documentos legales sin advertir al usuario de que requieren revisión notarial y pueden contener errores jurisdiccionales,justicia,ninguno,riesgo_limitado,Art. 50 — obligaciones de transparencia sobre limitaciones en contextos legales críticos. La generación de testamentos sin advertencias de revisión notarial puede causar conflictos sucesorios graves por documentos inválidos o con errores jurídicos.,196,plataforma generación testamentos documentos sucesorios produce documentos legales advertir usuario requieren revisión notarial contener errores jurisdiccionales
167,Sistema de asistencia a la escritura de diagnósticos radiológicos que completa automáticamente el informe del radiólogo sin dejar claro qué partes han sido generadas por IA y cuáles por el médico,sanidad,datos_personales,riesgo_limitado,Art. 50.3 — obligación de transparencia sobre contenido generado por IA en documentos clínicos. La falta de distinción entre texto médico y texto generado por IA en informes clínicos puede generar confusión sobre la responsabilidad del diagnóstico.,195,sistema asistencia escritura diagnósticos radiológicos completa automáticamente informe radiólogo dejar partes generadas ia médico
168,Chatbot de atención de emergencias de una aseguradora de salud que decide si enviar o no una ambulancia sin identificarse como sistema automatizado ni avisar de que puede solicitar hablar con un operador humano,sanidad,datos_personales,riesgo_limitado,Art. 50.1 — obligación de transparencia en sistemas de IA con impacto potencial en situaciones de emergencia vital. La falta de identificación impide al usuario saber que puede insistir en atención humana en situaciones donde la vida puede estar en riesgo.,210,chatbot atención emergencias aseguradora salud decide enviar ambulancia identificarse sistema automatizado avisar solicitar hablar operador humano
169,Sistema de generación de propuestas arquitectónicas que produce planos y memorias técnicas de edificios sin advertir que deben ser revisados y firmados por arquitecto colegiado antes de cualquier uso oficial,industria,ninguno,riesgo_limitado,Art. 50 — obligaciones de transparencia sobre limitaciones de sistemas de IA en contextos con consecuencias legales y de seguridad. La falta de advertencias puede inducir a promotores a usar documentos no validados incumpliendo normativa de seguridad estructural.,207,sistema generación propuestas arquitectónicas produce planos memorias técnicas edificios advertir revisados firmados arquitecto colegiado oficial
170,Plataforma de recomendación de medicamentos sin receta que sugiere tratamientos a usuarios sin identificarse como IA ni advertir que sus recomendaciones no sustituyen la consulta farmacéutica,sanidad,datos_personales,riesgo_limitado,Art. 50.1 — obligación de transparencia en sistemas de IA en contextos con impacto potencial en la salud. La falta de identificación y advertencias puede inducir a usuarios a auto-medicarse confiando en recomendaciones automatizadas sin la supervisión de un profesional.,191,plataforma recomendación medicamentos receta sugiere tratamientos usuarios identificarse ia advertir recomendaciones sustituyen consulta farmacéutica
171,Sistema de generación de guiones de ventas personalizados para agentes comerciales que no informa al cliente de que el argumentario de venta que recibe está generado y adaptado por IA en tiempo real,comercio,datos_personales,riesgo_limitado,Art. 50 — obligaciones de transparencia cuando la IA adapta la comunicación comercial en tiempo real. La persuasión comercial personalizada por IA sin transparencia puede inducir a decisiones de compra influidas de forma opaca por análisis de vulnerabilidades del cliente.,198,sistema generación guiones ventas personalizados agentes comerciales informa cliente argumentario venta recibe generado adaptado ia tiempo real
172,Chatbot de una entidad de crédito que simula ser un asesor financiero con nombre propio sin revelar su naturaleza automatizada durante la negociación de condiciones de préstamos personales,banca,datos_financieros,riesgo_limitado,Art. 50.1 — obligación de informar que el usuario interactúa con un sistema de IA en contextos financieros. El engaño sobre la identidad del interlocutor durante la negociación de créditos puede inducir al usuario a confiar en condiciones sin la protección del asesoramiento humano.,188,chatbot entidad crédito simula asesor financiero nombre revelar naturaleza automatizada negociación condiciones préstamos personales
173,Sistema de generación de valoraciones de inmuebles que produce informes de tasación para compraventas sin advertir de su margen de error ni requerir validación de tasador homologado,vivienda,datos_financieros,riesgo_limitado,Art. 50 — obligaciones de transparencia sobre las limitaciones de sistemas de IA con consecuencias económicas significativas. Las tasaciones automáticas sin advertencias de error pueden inducir a compradores a pagar precios incorrectos con consecuencias financieras graves.,181,sistema generación valoraciones inmuebles produce informes tasación compraventas advertir margen error requerir validación tasador homologado
174,Plataforma de generación de planes de negocio para startups que produce documentos presentados como análisis experto sin indicar que son generados automáticamente ni sus limitaciones analíticas,comercio,ninguno,riesgo_limitado,Art. 50 — obligaciones de transparencia para sistemas de IA en contextos con consecuencias económicas. La presentación de planes de negocio automatizados como análisis experto puede inducir a inversores y emprendedores a tomar decisiones financieras basadas en análisis superficiales.,193,plataforma generación planes negocio startups produce documentos presentados análisis experto indicar generados automáticamente limitaciones analíticas
175,Sistema de asistencia a guardias de seguridad privada que les indica mediante auricular a quién detener para cacheo sin identificarse como recomendación de IA y sin explicar los criterios utilizados,seguridad,datos_personales,riesgo_limitado,Art. 50 — obligaciones de transparencia para sistemas de IA que influyen en decisiones con impacto sobre derechos. La falta de transparencia sobre el origen algorítmico de las instrucciones impide al guardia evaluar críticamente las recomendaciones y puede generar perfilado racial encubierto.,198,sistema asistencia guardias seguridad privada indica auricular detener cacheo identificarse recomendación ia explicar criterios utilizados
176,Sistema de reconocimiento de plantas y hongos en fotografías tomadas por usuarios que identifica la especie y proporciona información sobre toxicidad para aficionados a la micología,entretenimiento,ninguno,riesgo_minimo,No figura en Anexo III ni en prácticas prohibidas. El sistema proporciona información de identificación con fines divulgativos y los usuarios son explícitamente advertidos de que deben confirmar con expertos antes de consumir cualquier espécimen encontrado.,181,sistema reconocimiento plantas hongos fotografías tomadas usuarios identifica especie proporciona información toxicidad aficionados micología
177,Herramienta de análisis de sentimiento de reseñas de clientes que categoriza automáticamente el feedback recibido para que el equipo de calidad pueda priorizarlo,comercio,ninguno,riesgo_minimo,No figura en Anexo III ni en prácticas prohibidas. El sistema analiza datos textuales públicos de forma agregada para mejorar la calidad del servicio sin impacto directo sobre derechos de personas físicas identificables.,161,herramienta análisis sentimiento reseñas clientes categoriza automáticamente feedback recibido equipo calidad priorizarlo
178,Algoritmo de planificación de calendarios de riego en invernaderos que optimiza el uso del agua basándose en datos meteorológicos y sensores de humedad del suelo,agricultura,ninguno,riesgo_minimo,No figura en Anexo III ni en prácticas prohibidas. El sistema optimiza recursos agrícolas con beneficios medioambientales sin afectar a derechos de personas físicas y con supervisión del agricultor en todas las decisiones de riego.,161,algoritmo planificación calendarios riego invernaderos optimiza agua basándose datos meteorológicos sensores humedad suelo
179,Sistema de composición automática de música de fondo para vídeos corporativos que genera pistas musicales originales ajustadas a la duración y tono del contenido,entretenimiento,ninguno,riesgo_minimo,No figura en Anexo III ni en prácticas prohibidas. El sistema crea contenido musical de apoyo para uso empresarial sin tratar datos personales ni generar decisiones que afecten a derechos o intereses de personas físicas.,161,sistema composición automática música fondo vídeos corporativos genera pistas musicales originales ajustadas duración tono contenido
180,Herramienta de análisis de código fuente que detecta automáticamente posibles vulnerabilidades de seguridad en aplicaciones y sugiere correcciones al equipo de desarrollo,tecnologia,ninguno,riesgo_minimo,No figura en Anexo III ni en prácticas prohibidas. El sistema apoya la seguridad del software sin tomar decisiones autónomas y los desarrolladores revisan y deciden sobre cada sugerencia de mejora de seguridad recibida.,170,herramienta análisis código fuente detecta automáticamente posibles vulnerabilidades seguridad aplicaciones sugiere correcciones equipo desarrollo
181,Sistema de generación automática de subtítulos y transcripciones para vídeos corporativos de formación interna que facilita la accesibilidad del contenido para empleados con discapacidad auditiva,productividad,ninguno,riesgo_minimo,No figura en Anexo III ni en prácticas prohibidas. El sistema mejora la accesibilidad del contenido formativo sin tratar datos sensibles y con revisión humana del contenido transcrito antes de su publicación interna.,195,sistema generación automática subtítulos transcripciones vídeos corporativos formación interna facilita accesibilidad contenido empleados discapacidad auditiva
182,Algoritmo de detección de anomalías en maquinaria industrial que analiza datos de sensores de vibración para predecir averías antes de que se produzcan en líneas de producción,industria,ninguno,riesgo_minimo,No figura en Anexo III ni en prácticas prohibidas. El sistema optimiza el mantenimiento industrial sin impacto sobre personas físicas y los ingenieros validan todas las alertas de mantenimiento antes de planificar intervenciones.,175,algoritmo detección anomalías maquinaria industrial analiza datos sensores vibración predecir averías produzcan líneas producción
183,"Herramienta de organización automática de fotografías personales en álbumes temáticos que agrupa imágenes por lugares, eventos y fechas de forma local en el dispositivo del usuario",tecnologia,datos_personales,riesgo_minimo,No figura en Anexo III ni en prácticas prohibidas. El procesamiento se realiza localmente sin enviar datos a servidores externos y el usuario mantiene control total sobre la organización de sus fotografías personales.,180,herramienta organización automática fotografías personales álbumes temáticos agrupa imágenes lugares eventos fechas forma local dispositivo usuario
184,Sistema de predicción de demanda de transporte público que estima la ocupación de líneas de metro y autobús para optimizar la frecuencia de paso en distintas franjas horarias,logistica,ninguno,riesgo_minimo,No figura en Anexo III ni en prácticas prohibidas. El sistema mejora la eficiencia del transporte público usando datos agregados de ocupación sin identificar a personas individuales ni tomar decisiones que afecten directamente a sus derechos.,174,sistema predicción demanda transporte público estima ocupación líneas metro autobús optimizar frecuencia paso distintas franjas horarias
185,Herramienta de asistencia a la redacción de informes anuales corporativos que sugiere mejoras de estructura y claridad en el texto sin modificar el contenido de los datos financieros reportados,productividad,ninguno,riesgo_minimo,No figura en Anexo III ni en prácticas prohibidas. El sistema apoya la comunicación corporativa sin alterar datos financieros y los responsables de comunicación revisan y aprueban el contenido final antes de su publicación.,193,herramienta asistencia redacción informes anuales corporativos sugiere mejoras estructura claridad texto modificar contenido datos financieros reportados
186,Sistema de detección automática de malas hierbas en campos de cereales a partir de imágenes de satélite que genera mapas de tratamiento selectivo para agricultores,agricultura,ninguno,riesgo_minimo,No figura en Anexo III ni en prácticas prohibidas. El sistema optimiza el uso de herbicidas con beneficios económicos y medioambientales sin afectar a personas físicas y con decisión final del agricultor sobre el plan de tratamiento.,163,sistema detección automática malas hierbas campos cereales imágenes satélite genera mapas tratamiento selectivo agricultores
187,Algoritmo de recomendación de libros en una biblioteca pública que sugiere títulos basándose en el historial de préstamos del usuario con posibilidad de desactivar la función,educacion,datos_personales,riesgo_minimo,No figura en Anexo III ni en prácticas prohibidas. El tratamiento de datos de préstamo se limita a personalizar sugerencias culturales y el usuario puede desactivar la función ejerciendo así su control sobre el uso de sus datos de lectura.,174,algoritmo recomendación libros biblioteca pública sugiere títulos basándose historial préstamos usuario posibilidad desactivar función
188,"Herramienta de generación de propuestas de menú semanal para comedores escolares que equilibra automáticamente valor nutricional, presupuesto y alergias declaradas",educacion,ninguno,riesgo_minimo,No figura en Anexo III ni en prácticas prohibidas. El sistema apoya la planificación nutricional escolar sin tratar datos sensibles y los responsables de comedor revisan y aprueban todos los menús sugeridos antes de su aplicación.,163,herramienta generación propuestas menú semanal comedores escolares equilibra automáticamente valor nutricional presupuesto alergias declaradas
189,Sistema de análisis de imágenes de satélite para detectar zonas de deforestación ilegal en reservas naturales protegidas y alertar automáticamente a los guardas forestales,medioambiente,ninguno,riesgo_minimo,No figura en Anexo III ni en prácticas prohibidas. El sistema apoya la protección medioambiental sin identificar a personas físicas y las alertas son revisadas por guardas forestales antes de iniciar cualquier actuación de inspección.,171,sistema análisis imágenes satélite detectar zonas deforestación ilegal reservas naturales protegidas alertar automáticamente guardas forestales
190,Algoritmo de optimización de la gestión de residuos urbanos que calcula automáticamente las rutas más eficientes de recogida de basura según el nivel de llenado de los contenedores,logistica,ninguno,riesgo_minimo,No figura en Anexo III ni en prácticas prohibidas. El sistema mejora la eficiencia de los servicios de limpieza urbana sin impacto sobre derechos de personas físicas y los conductores pueden modificar las rutas según su criterio operativo.,180,algoritmo optimización gestión residuos urbanos calcula automáticamente rutas eficientes recogida basura nivel llenado contenedores
191,Sistema de generación automática de preguntas de examen tipo test para docentes universitarios que crea baterías de preguntas a partir del temario proporcionado por el profesor,educacion,ninguno,riesgo_minimo,No figura en Anexo III ni en prácticas prohibidas. El sistema apoya la labor docente en la preparación de material de evaluación sin tomar decisiones sobre estudiantes y el profesor selecciona y valida todas las preguntas antes de su uso.,176,sistema generación automática preguntas examen tipo test docentes universitarios crea baterías preguntas temario proporcionado profesor
192,Herramienta de análisis de vibraciones sísmicas que procesa datos de sensores geológicos para detectar patrones de terremotos menores y actualizar modelos predictivos de actividad sísmica,ciencia,ninguno,riesgo_minimo,No figura en Anexo III ni en prácticas prohibidas. El sistema apoya la investigación geológica con datos técnicos sin impacto directo sobre personas físicas y los resultados son interpretados y validados por sismólogos expertos.,187,herramienta análisis vibraciones sísmicas procesa datos sensores geológicos detectar patrones terremotos menores actualizar modelos predictivos actividad sísmica
193,Sistema de clasificación automática de documentos administrativos internos que organiza los archivos de una administración pública en categorías para facilitar su localización y gestión,administracion,ninguno,riesgo_minimo,No figura en Anexo III ni en prácticas prohibidas. El sistema optimiza la gestión documental interna sin tomar decisiones sobre personas físicas y los funcionarios revisan la clasificación automática antes de archivar definitivamente los documentos.,185,sistema clasificación automática documentos administrativos internos organiza archivos administración pública categorías facilitar localización gestión
194,Herramienta de análisis de tráfico web que identifica patrones de navegación en el sitio corporativo para optimizar la experiencia de usuario con datos anonimizados,tecnologia,ninguno,riesgo_minimo,No figura en Anexo III ni en prácticas prohibidas. El análisis opera con datos anonimizados y agregados para mejorar la experiencia digital sin identificar a usuarios individuales ni afectar a sus derechos o intereses personales.,164,herramienta análisis tráfico web identifica patrones navegación sitio corporativo optimizar experiencia usuario datos anonimizados
195,Sistema de generación automática de playlists personalizadas en una aplicación de meditación y mindfulness que adapta la música ambiental al estado de ánimo declarado por el usuario,entretenimiento,datos_personales,riesgo_minimo,No figura en Anexo III ni en prácticas prohibidas. El tratamiento de los datos de estado de ánimo declarado se limita a personalizar la experiencia de bienestar y el usuario controla completamente qué información comparte con la aplicación.,181,sistema generación automática playlists personalizadas aplicación meditación mindfulness adapta música ambiental ánimo declarado usuario
196,Algoritmo de procesamiento de lenguaje natural que extrae automáticamente datos clave de facturas y recibos para introducirlos en el sistema de contabilidad de una empresa,productividad,ninguno,riesgo_minimo,No figura en Anexo III ni en prácticas prohibidas. El sistema automatiza la extracción de datos administrativos sin impacto sobre personas físicas y el equipo de contabilidad revisa todos los registros introducidos antes de su validación definitiva.,171,algoritmo procesamiento lenguaje natural extrae automáticamente datos clave facturas recibos introducirlos sistema contabilidad empresa
197,Sistema de diseño asistido por IA para arquitectos que sugiere distribuciones de planta alternativas basándose en los requisitos del cliente y las normativas urbanísticas del municipio,industria,ninguno,riesgo_minimo,No figura en Anexo III ni en prácticas prohibidas. El sistema actúa como herramienta creativa de apoyo al profesional que mantiene la responsabilidad técnica completa y la decisión final sobre el diseño presentado al cliente.,184,sistema diseño asistido ia arquitectos sugiere distribuciones planta alternativas basándose requisitos cliente normativas urbanísticas municipio
198,Herramienta de análisis de patrones de consumo energético en hogares que identifica electrodomésticos con alto consumo y sugiere hábitos de ahorro basándose en datos del contador inteligente,energia,datos_personales,riesgo_minimo,No figura en Anexo III ni en prácticas prohibidas. El análisis de consumo energético doméstico con finalidad de ahorro no afecta a derechos fundamentales y el usuario puede desactivar el análisis detallado en cualquier momento desde su configuración.,190,herramienta análisis patrones consumo energético hogares identifica electrodomésticos alto consumo sugiere hábitos ahorro basándose datos contador inteligente
199,Sistema de reconocimiento de imágenes satelitales para monitorizar el estado de cultivos agrícolas y detectar zonas afectadas por plagas o sequías para orientar las inspecciones de campo,agricultura,ninguno,riesgo_minimo,No figura en Anexo III ni en prácticas prohibidas. El sistema apoya la gestión agrícola con datos de teledetección sin afectar a derechos de personas físicas y los técnicos agrícolas validan los focos detectados antes de recomendar tratamientos.,186,sistema reconocimiento imágenes satelitales monitorizar cultivos agrícolas detectar zonas afectadas plagas sequías orientar inspecciones campo
200,Algoritmo de generación automática de newsletters personalizadas para suscriptores de un medio de comunicación que adapta el contenido según sus intereses declarados en sus preferencias,comunicacion,datos_personales,riesgo_minimo,No figura en Anexo III ni en prácticas prohibidas. La personalización de boletines informativos según preferencias declaradas no afecta a derechos fundamentales y el usuario controla sus preferencias y puede darse de baja en cualquier momento.,185,algoritmo generación automática newsletters personalizadas suscriptores comunicación adapta contenido intereses declarados preferencias
201,Sistema de análisis de voz en llamadas telefónicas de atención al cliente que infiere el estado emocional del interlocutor y lo clasifica como 'cliente conflictivo' para degradar automáticamente su prioridad de atención,comercio,datos_biométricos,inaceptable,Art. 5.1.f — categorización biométrica que infiere características sensibles para decisiones discriminatorias. La clasificación de clientes por estados emocionales inferidos de la voz para degradar su servicio constituye discriminación algorítmica encubierta sin base legal ni proporcionalidad.,219,sistema análisis voz llamadas telefónicas atención cliente infiere emocional interlocutor clasifica cliente conflictivo degradar automáticamente prioridad atención
202,Plataforma de préstamos online que detecta mediante análisis de escritura la velocidad de respuesta de los formularios para inferir el nivel educativo del solicitante y aplicar intereses más altos a los identificados como 'menos formados',banca,datos_personales,inaceptable,Art. 5.1.b y 5.1.f — explotación de vulnerabilidades e inferencia de características protegidas. La discriminación en el precio del crédito basada en nivel educativo inferido perpetúa la exclusión financiera de grupos desfavorecidos vulnerando el principio de igualdad.,238,plataforma préstamos online detecta análisis escritura velocidad respuesta formularios inferir nivel educativo solicitante aplicar intereses altos identificados formados
203,Sistema de monitorización de empleados con discapacidad reconocida que registra sus pausas médicas y las usa para generar informes de 'productividad real' compartidos con su departamento sin su conocimiento,industria,datos_personales,inaceptable,Art. 5.1.f — categorización que infiere y expone datos de salud como discapacidad. La exposición de datos de salud a terceros en el entorno laboral vulnera la confidencialidad médica y puede generar discriminación por discapacidad en decisiones de ascenso o continuidad.,206,sistema monitorización empleados discapacidad reconocida registra pausas médicas generar informes productividad real compartidos departamento conocimiento
204,Herramienta de análisis de redes sociales de candidatos a adopción que infiere su ideología política y práctica religiosa para puntuar su 'idoneidad' como padres adoptivos sin su conocimiento,administracion,datos_personales,inaceptable,Art. 5.1.c y 5.1.f — puntuación social e inferencia de creencias para decisiones de alto impacto familiar. El uso de ideología política o religión inferida como criterio de idoneidad adoptiva vulnera la libertad ideológica y el principio de no discriminación por creencias.,191,herramienta análisis redes sociales candidatos adopción infiere ideología política práctica religiosa puntuar idoneidad padres adoptivos conocimiento
205,Sistema de vigilancia de trabajadores de almacén que usa cámaras con IA para detectar si hablan entre sí durante el turno y descuenta automáticamente tiempo del salario si supera el umbral permitido,industria,datos_biométricos,inaceptable,Art. 5.1.a — vigilancia que distorsiona el comportamiento mediante manipulación implícita. La penalización salarial automática por comunicación entre compañeros inhibe el ejercicio de derechos de organización y comunicación laboral mediante control biométrico encubierto.,198,sistema vigilancia trabajadores almacén cámaras ia detectar turno descuenta automáticamente tiempo salario supera umbral permitido
206,Plataforma de crédito al consumo que activa automáticamente ofertas de refinanciación en el momento en que detecta que un usuario ha realizado varias búsquedas de 'cómo salir de deudas' en las últimas horas,banca,datos_personales,inaceptable,Art. 5.1.b — explotación de vulnerabilidades financieras detectadas en tiempo real. La activación de ofertas de refinanciación en el momento de máxima angustia financiera detectada algorítmicamente constituye manipulación predatoria que puede agravar la situación del usuario.,206,plataforma crédito consumo activa automáticamente ofertas refinanciación momento detecta usuario búsquedas salir deudas horas
207,Sistema de reconocimiento facial en supermercados que identifica a clientes que han sido investigados por hurto en cualquier establecimiento de la cadena y activa vigilancia intensificada aunque no hayan sido condenados,comercio,datos_biométricos,inaceptable,Art. 5.1.d — identificación biométrica en espacios de acceso público sin base legal sólida. La vigilancia basada en investigaciones sin condena vulnera la presunción de inocencia y puede generar perfilado racial discriminatorio en establecimientos de acceso cotidiano.,219,sistema reconocimiento facial supermercados identifica clientes investigados hurto establecimiento cadena activa vigilancia intensificada hayan condenados
208,Algoritmo que analiza los patrones de compra en supermercados para inferir si una persona es consumidora de alcohol o tabaco y vende esa información a aseguradoras sin consentimiento del cliente,comercio,datos_personales,inaceptable,Art. 5.1.f — inferencia de hábitos de salud para comercialización sin consentimiento. La venta de perfiles de hábitos de salud inferidos a aseguradoras puede resultar en exclusión de cobertura o primas más altas por comportamientos legales vulnerando la privacidad del consumidor.,194,algoritmo analiza patrones compra supermercados inferir persona consumidora alcohol tabaco vende información aseguradoras consentimiento cliente
209,Sistema de análisis del historial de navegación web de empleados en la red corporativa que infiere si están buscando activamente empleo y lo comunica a RRHH para anticipar su despido preventivo,rrhh,datos_personales,inaceptable,Art. 5.1.a — vigilancia encubierta que coacciona el ejercicio de derechos laborales. La monitorización de búsquedas de empleo para anticipar despidos viola la intimidad digital del trabajador y coacciona su libertad de buscar mejores condiciones laborales.,193,sistema análisis historial navegación web empleados red corporativa infiere buscando activamente empleo comunica rrhh anticipar despido preventivo
210,Plataforma que vende a clínicas de fertilidad perfiles de usuarias que han buscado información sobre infertilidad online para que contacten con ellas con ofertas comerciales en momentos de máxima vulnerabilidad emocional,sanidad,datos_personales,inaceptable,Art. 5.1.b — explotación comercial de vulnerabilidades de salud reproductiva. La comercialización de señales de sufrimiento reproductivo para contacto comercial no solicitado explota la angustia de personas en situaciones emocionalmente frágiles con fines puramente económicos.,220,plataforma vende clínicas fertilidad perfiles usuarias buscado información infertilidad online contacten ofertas comerciales momentos máxima vulnerabilidad emocional
211,Sistema de perfilado de pacientes en salas de espera hospitalarias que analiza su aspecto físico mediante cámara para inferir su clase social y priorizar la atención de los de mayor nivel socioeconómico percibido,sanidad,datos_biométricos,inaceptable,Art. 5.1.f — categorización biométrica por clase social percibida en servicios públicos esenciales. La priorización de atención sanitaria por apariencia socioeconómica infringe el principio de igualdad en el acceso a la salud y puede tener consecuencias vitales para los discriminados.,212,sistema perfilado pacientes salas espera hospitalarias analiza aspecto físico cámara inferir clase social priorizar atención nivel socioeconómico percibido
212,Herramienta de análisis de micromovimientos faciales en reuniones corporativas virtuales que genera informes de 'sinceridad percibida' de los participantes y los comparte con la dirección sin su conocimiento,industria,datos_biométricos,inaceptable,Art. 5.1.f — categorización biométrica que infiere características psicológicas sin validez científica. Los informes de sinceridad basados en microexpresiones carecen de evidencia científica sólida y su uso encubierto para evaluar empleados viola su intimidad y dignidad.,207,herramienta análisis micromovimientos faciales reuniones corporativas virtuales genera informes sinceridad percibida participantes comparte dirección conocimiento
213,Sistema que analiza el historial de votación en encuestas sindicales internas para identificar a los trabajadores más activos en la acción sindical y excluirlos de los procesos de promoción,rrhh,datos_personales,inaceptable,Art. 5.1.c — puntuación social que penaliza el ejercicio de derechos fundamentales. La exclusión laboral por actividad sindical mediante análisis algorítmico encubierto vulnera el derecho de libertad sindical garantizado en la Constitución y la normativa laboral europea.,189,sistema analiza historial votación encuestas sindicales internas identificar trabajadores activos acción sindical excluirlos procesos promoción
214,Plataforma de seguros de hogar que usa drones con IA para fotografiar el interior de viviendas a través de ventanas para evaluar el 'orden y mantenimiento' sin consentimiento del propietario,seguros,datos_personales,inaceptable,Art. 5.1.a — técnicas intrusivas de recopilación de datos que atentan contra la inviolabilidad del domicilio. La captación de imágenes del interior del hogar sin consentimiento viola el derecho fundamental a la inviolabilidad del domicilio independientemente del fin declarado.,190,plataforma seguros hogar drones ia fotografiar interior viviendas ventanas evaluar orden mantenimiento consentimiento propietario
215,Sistema de análisis de conversaciones privadas en apps de mensajería corporativa que detecta empleados que critican a la empresa internamente y los marca como 'riesgo de reputación' para su seguimiento,industria,datos_personales,inaceptable,Art. 5.1.a — vigilancia que coarta la libertad de expresión interna y el secreto de las comunicaciones. La monitorización de críticas privadas internas para generar listas de vigilancia viola el secreto de las comunicaciones y el derecho a la libertad de expresión de los trabajadores.,201,sistema análisis conversaciones privadas apps mensajería corporativa detecta empleados critican empresa internamente marca riesgo reputación seguimiento
216,Algoritmo de una plataforma de empleo que filtra automáticamente candidaturas de personas que han tenido baja por enfermedad en los últimos dos años usando datos de la seguridad social obtenidos sin consentimiento,rrhh,datos_personales,inaceptable,Art. 5.1.f — categorización por datos de salud para discriminación laboral. El uso de bajas por enfermedad como filtro de selección discrimina por razón de salud vulnerando el principio de no discriminación por discapacidad o enfermedad en el acceso al empleo.,213,algoritmo plataforma empleo filtra automáticamente candidaturas personas baja enfermedad años usando datos seguridad social obtenidos consentimiento
217,Sistema que analiza en tiempo real el estado emocional de estudiantes durante exámenes mediante cámara y aplica automáticamente descuentos en la nota si detecta 'ansiedad excesiva' como indicador de posible trampa,educacion,datos_biométricos,inaceptable,Art. 5.1.f — categorización biométrica de estados emocionales con impacto en evaluaciones académicas. Penalizar la ansiedad como señal de trampa sin evidencia carece de validez científica y puede perjudicar sistemáticamente a estudiantes con trastornos de ansiedad reconocidos.,213,sistema analiza tiempo real emocional estudiantes exámenes cámara aplica automáticamente descuentos nota detecta ansiedad excesiva indicador trampa
218,Herramienta que extrae datos biométricos de menores de plataformas educativas digitales y los vende a empresas de marketing infantil sin consentimiento parental para campañas publicitarias personalizadas,educacion,datos_biométricos,inaceptable,Art. 5.1.b — explotación comercial de datos de menores. La comercialización de datos biométricos de niños sin consentimiento parental explícito para publicidad vulnera la protección reforzada que el RGPD y la normativa de menores otorgan a los datos de personas menores de edad.,203,herramienta extrae datos biométricos menores plataformas educativas digitales vende empresas marketing infantil consentimiento parental campañas publicitarias personalizadas
